id;ime;link;tip_aplikacije;cena;znižanje;datum_izdaje;izdajatelj;založnik;ocene;žanri;št_dosežkov;opis
824090;TailQuest Defense;https://store.steampowered.com/app/824090/TailQuest_Defense;Game;9,99€;No discount;1 Jun, 2023;Kivano;Kurki.games;('Positive', '27', '96%');('Action', 'Adventure', 'Casual', 'Indie', 'Strategy');33;Explore a tiny world, defeat hundreds of enemies, experiment with the environment, find all secrets and enjoy the Adventure with a friend or in single player mode!
2683210;Watermelon Challenge;https://store.steampowered.com/app/2683210/Watermelon_Challenge;Game;2,99€;No discount;20 Nov, 2023;Floofy Feather Studios;Floofy Feather Studios;('Positive', '32', '93%');('Casual', 'Indie', 'Strategy');22;Face off in 'Watermelon Challenge,' the engaging puzzle game where players merge fruits to the rhythm of victory. Duel head-to-head, ascend the leaderboards, navigate a world filled with vibrant strategy, all while your dependable duck ally cheers you on to a peppy soundtrack!
1765700;Quest Of Graal;https://store.steampowered.com/app/1765700/Quest_Of_Graal;Game;9,99€;No discount;4 Feb, 2022;Théo Mn;Pixel-Archipel;('Positive', '18', '94%');('Action', 'Casual', 'Indie', 'Sports');28;Race in a platform game playable from 1 to 4 players in multiplayer.
1848350;Gelatine;https://store.steampowered.com/app/1848350/Gelatine;Game;4,99€;No discount;30 Sep, 2022;Tactical Air Horse;Tactical Air Horse;('Positive', '23', '95%');('Action', 'Indie', 'RPG', 'Early Access');18;A 2D sandbox with a heavy emphasis on action and combat. Features music-synchronized boss fights, village invasions, and more!
2118110;Catlike Magic;https://store.steampowered.com/app/2118110/Catlike_Magic;Game;3,99€;No discount;2 Sep, 2022;Blue9Fairy;Blue9Fairy;('Positive', '26', '96%');('Action',);17;Catlike Magic is a top-down auto-shooter where you attempt to dodge groups of gnomes, goblins and other types of short people. Learn magical skills, buy and upgrade items and then complain about getting destroyed by a swarm of lizards after only buying offensive items in this slightly unhinged game.
2497210;PUSHER - Drug Tycoon;https://store.steampowered.com/app/2497210/PUSHER__Drug_Tycoon;Game;5,89€;No discount;14 Aug, 2023;P4 GAMES;P4 GAMES;('Very Positive', '89', '89%');('Indie', 'Simulation', 'Strategy');100;Thrilling business tycoon sim where you step into the shoes of a drug dealer in 1980s USA. Your main goal is simple: BUY LOW and SELL HIGH. Get ready for a experience where you'll combine strategy, risk-taking, and decision-making to build your criminal empire.
2126400;Super Kill-BOI 9000;https://store.steampowered.com/app/2126400/Super_KillBOI_9000;Game;1,99€;No discount;27 Apr, 2023;PlayWithFurcifer;PlayWithFurcifer;('Positive', '47', '93%');('Action',);40;A bullet heaven where you cooperate with Kill-BOI 9000 (your friend and toaster). Forge a beautiful bond and bring destruction - together. Give him saws! Give him drones! Then give all the drones saws! AND THEN SET THE SAWS ON FIRE.
2683200;The Paupers;https://store.steampowered.com/app/2683200/The_Paupers;Game;3,99€;No discount;30 Nov, 2023;Microtaur;Microtaur;('Positive', '11', '100%');('Action', 'Casual', 'Indie');13;On a special day, spirits emerge, seeking your assistance for a seamless journey to the beyond. In this arcade game with unique gameplay, you need to listen to their requests and gather the essential items to aid their passage into the afterlife. But beware, they can lose their patience!
2875030;Find Cats 喵星寻猫;https://store.steampowered.com/app/2875030/Find_Cats;Game;0,99€;No discount;2 Apr, 2024;Happy Fish;Happy Fish ;('Positive', '18', '100%');('Casual', 'Indie');28;“A cute game for cat lovers of all ages! There are several maps and the opportunity to look for furry ones that are hiding intelligently!”
2282480;Cave Crawler;https://store.steampowered.com/app/2282480/Cave_Crawler;Game;1,99€;No discount;18 Apr, 2023;Technomancy Studios;Technomancy Studios;('Very Positive', '415', '86%');('Indie',);No achievements;Cave Crawler is a short horror game where you pilot a drone into a cave and discover something horrible.
1576490;Dark Sheep;https://store.steampowered.com/app/1576490/Dark_Sheep;Game;4,99€;No discount;23 Apr, 2021;Daisy Games;Daisy Games;('Positive', '34', '94%');('Adventure',);10;Dark Sheep is a block-pushing puzzle game with horror elements, and a love letter to the Commodore 64. Classic Sokoban, new twists. Throughout the game, you'll be accompanied by a soundtrack created with genuine 1989 technology.
1360940;Hellfire Tactics;https://store.steampowered.com/app/1360940/Hellfire_Tactics;Game;Free;No discount;10 Nov, 2022;JWaffle Games;JWaffle Games;('Very Positive', '160', '88%');('Free To Play', 'Strategy', 'Early Access');No achievements;Hellfire Tactics is a competitive multiplayer autobattler strategy game. Experience intense 8 player matches while drafting from over 90 different units all with their own unique effects on the game.
1003860;Gravity Ace;https://store.steampowered.com/app/1003860/Gravity_Ace;Game;7,79€;No discount;26 May, 2022;John Watson;John Watson;('Positive', '28', '96%');('Action', 'Indie');No achievements;Gravity Ace is a 2D multi-directional gravity shooter (cave-flyer). Descend into dark caverns, fly and blast your way past enemies, retrieve the reactor core and make your escape, all while fighting the deadly embrace of crushing gravity. Do you have what it takes, pilot?
2527140;Platform Gun;https://store.steampowered.com/app/2527140/Platform_Gun;Game;Free;No discount;25 Aug, 2023;Branno;Branno;('Positive', '29', '96%');('Action', 'Adventure', 'Indie', 'Free To Play');7;A sci-fi puzzle platformer using the platform gun
2643960;Orc Survivor;https://store.steampowered.com/app/2643960/Orc_Survivor;Game;4,99€;No discount;21 Jun, 2024;TitanCrestGames;TitanCrestGames;('Positive', '28', '96%');('Action', 'Indie', 'RPG');61;Vanquish thousands of enemies in this class-based action roguelite. Collect experience, level-up, and evolve your weapons to gain overwhelming power. Complete quests to unlock persistent bonuses and weapon modifiers for your next run. Will you conquer or become just another forgotten casualty?
1132070;5.0;https://store.steampowered.com/app/1132070/50;Game;0,99€;No discount;17 Aug, 2019;Tamerlan Satualdypov;KuKo;('Very Positive', '158', '87%');('Indie',);40;Sensei challenge you! This is a hardcore arcade game in which you will need to complete level in less than 5 seconds!
1905160;Dudelings: Arcade Sportsball;https://store.steampowered.com/app/1905160/Dudelings_Arcade_Sportsball;Game;4,99€;No discount;6 May, 2024;Heavy Element;Heavy Element;('Positive', '17', '100%');('Action', 'Casual', 'Indie', 'Sports');17;Dudelings: Arcade Sportsball is a fast-paced sportslike. A cross between Pong and Foosball, Dudelings delivers high-energy multiplayer fun!!
2278300;A Symmetric Escape;https://store.steampowered.com/app/2278300/A_Symmetric_Escape;Game;3,99€;No discount;16 Feb, 2023;SporkTank;SporkTank;('Positive', '17', '100%');('Indie',);11;Explore and solve your way through the gloomy halls in which you find yourself stuck. Thinking symmetrically will be key! Isolated and environmental puzzles feature in this (almost) pure puzzle experience.
2094580;We. The Refugees: Ticket to Europe;https://store.steampowered.com/app/2094580/We_The_Refugees_Ticket_to_Europe;Game;14,50€;No discount;1 May, 2023;Act Zero;Act Zero;('Very Positive', '56', '87%');('Adventure', 'Casual', 'Indie', 'RPG');100;‘We. The Refugees: Ticket to Europe’ is a socially engaged, text-based RPG about a journalist looking for his big break by uncovering the plights of refugees travelling from Africa to Europe. It is a story inspired by true events.
2185860;SokoChess White;https://store.steampowered.com/app/2185860/SokoChess_White;Game;4,99€;No discount;3 Mar, 2023;Daisy Games;Daisy Games;('Positive', '25', '96%');('Casual', 'Indie', 'Strategy');9;SokoChess White is a puzzle game about pushing Chess pieces into their destination and overcoming various obstacles. Enjoy 70 different handcrafted levels with a unique twist on the Chess formula.
2082510;Bunker 21 Extended Edition;https://store.steampowered.com/app/2082510/Bunker_21_Extended_Edition;Game;7,79€;No discount;1 Aug, 2023;Garden of Dreams;Garden of Dreams;('Positive', '29', '93%');('Action', 'Adventure', 'Indie');No achievements;"Bunker 21" is a story-driven first-person action game in a post-apocalyptic world. You are the last survivor. Explore the secrets of Bunker 21. Fight against monsters. Find answers in a devastated world.
2089710;A Most Extraordinary Gnome;https://store.steampowered.com/app/2089710/A_Most_Extraordinary_Gnome;Game;6,--€;No discount;8 Dec, 2022;Save Sloth Studios;Save Sloth Studios;('Positive', '29', '93%');('Action', 'Adventure', 'Indie');18;A Most Extraordinary Gnome is a narrative-driven 2D action game focused on unique boss battles. Protect the forest, keep the animals safe and drive away the incoming darkness in this gorgeous, hand crafted paper cut-out world.
1373630;Ragnar's Chinese Memory Game;https://store.steampowered.com/app/1373630/Ragnars_Chinese_Memory_Game;Game;4,99€;No discount;14 Aug, 2020;Ragnar Brynjúlfsson;Ragnar Brynjúlfsson;('Positive', '18', '100%');('Casual', 'Indie');No achievements;Increase your Chinese vocabulary with this classic and fun memory game. Learn to read either Simplified or Traditional characters, and listen to the pronunciation of each word to help you towards fluency.
1408070;Midnight Manor;https://store.steampowered.com/app/1408070/Midnight_Manor;Game;2,99€;No discount;1 Oct, 2022;Travis Maynard;Travis Maynard;('Positive', '16', '100%');('Action', 'Adventure', 'Indie');25;A short, spooky pick-em-up platformer.
1923380;Robot-X;https://store.steampowered.com/app/1923380/RobotX;Game;9,75€;No discount;25 Nov, 2022;Isaac Kasdorf;Isaac Kasdorf;('Positive', '15', '100%');('Action', 'Adventure', 'Indie');11;A fast-paced platform shooter inspired by 90s classics. Follow Robot-X on a journey to protect the city from a new danger, fight bosses and jump over pits in this retro experience.
2027810;DracoFighter;https://store.steampowered.com/app/2027810/DracoFighter;Game;4,99€;No discount;7 Jul, 2022;Vecderg;Vecderg;('Positive', '18', '100%');('Action', 'Indie');No achievements;DracoFighter is a solo-developed 2D fighting game with a focus on accessibility and local multiplayer, with movesets that are easy to learn but harder to master. Explore the stories of these hand-animated characters in a futuristic world led by dragons!
2313180;El Panadero -The Baker-;https://store.steampowered.com/app/2313180/El_Panadero_The_Baker;Game;9,75€;No discount;8 Dec, 2023;Sketchy Ceviche;Sketchy Ceviche;('Positive', '11', '100%');('Action', 'Indie');No achievements;Action Packed 2D Arcade Action Platformer featuring hand-drawn graphics. Armed with your fists (or a rolling pin) and a variety of bread-based boosts, fend of the the Alien Plants, and avenge the Bakery they destroyed.
2449680;Koi Zen: Opposite Colors;https://store.steampowered.com/app/2449680/Koi_Zen_Opposite_Colors;Game;2,99€;No discount;20 Jul, 2023;Moon Mind Studio;Moon Mind Studio;('Positive', '15', '100%');('Casual',);15;Immerse yourself in a vibrant and tranquil puzzle game, featuring elegant koi fish to enhance your gameplay. Take control of both the white and black pieces to paint the board with amazing colors.
2576550;Little Dasher!;https://store.steampowered.com/app/2576550/Little_Dasher;Game;0,99€;('44%', '0,55€');22 Oct, 2023;Doğukan Önder;Doğukan Önder;('Positive', '15', '100%');('Action', 'Adventure', 'Casual', 'Indie');No achievements;Little Dasher! is a mini-game that offers an average of 30-45 minutes of enjoyable and challenging platform game experience with fantastic music. Please note that the time depends on your reflexes and abilities.
1204220;Mommy;https://store.steampowered.com/app/1204220/Mommy;Game;0,99€;No discount;27 Jan, 2020;KuKo;KuKo;('Very Positive', '85', '90%');('Adventure', 'Indie');44;Meteor storm falls on Sweet Country. All country inhabitants disappear. Help little Toby survive, find his Mommy, safe locals and restore his home!
1581940;Sea of Roses;https://store.steampowered.com/app/1581940/Sea_of_Roses;Game;Free;No discount;29 Jun, 2021;Crescent Tea Studios;Jennifer Ann's Group;('Positive', '27', '96%');('Adventure', 'Casual', 'Indie');18;Make choices and take control of Marion's destiny in this award-winning adventure game. Explore the peaceful and relaxing village of Seallea while making new friends and memories. Will you unravel the mysteries behind Marion's appearance in this magical new world?
2346890;Bananaguy;https://store.steampowered.com/app/2346890/Bananaguy;Game;3,99€;No discount;5 May, 2023;Bananamanhatguy;Bananamanhatguy;('Positive', '18', '94%');('Adventure', 'Casual', 'Indie');20;Bananguy returns for a new epic adventure! Collect "Power Coins" and explore goofy worlds in the ultimate search for the legendary golden banana!
2781740;Cow Life Sim RPG;https://store.steampowered.com/app/2781740/Cow_Life_Sim_RPG;Game;4,49€;No discount;14 Feb, 2024;Pajama Bee Entertainment;Pajama Bee Entertainment;('Positive', '26', '96%');('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation');89;Cow Life Sim RPG is a cozy game where you collect, juice, weave, and burn hundreds of unique items to level up your skills. Explore a lovingly crafted world and meet endearing animal friends. Experience life as it should be - experience life as a cow!
1746560;Blacken Slash;https://store.steampowered.com/app/1746560/Blacken_Slash;Game;9,99€;No discount;22 Jul, 2022;ehmprah;Sonderland;('Positive', '28', '92%');('Action', 'Indie', 'RPG', 'Strategy');39;Hack and slash through a corrupted retro computer system in this challenging roguelite with turn-based combat and tons of loot.
2620500;imomushi;https://store.steampowered.com/app/2620500/imomushi;Game;1,99€;No discount;26 Oct, 2023;AMURu;AMURu;('Very Positive', '182', '86%');('Action', 'Indie');No achievements;This is not "The Great Adventure of the Cute Caterpillar."
2362120;Finding Hannah;https://store.steampowered.com/app/2362120/Finding_Hannah;Game;6,99€;No discount;3 May, 2023;Fein Games;Fein Games;('Positive', '36', '91%');('Adventure', 'Casual', 'Indie', 'Early Access');No achievements;Finding Hannah is a relaxing puzzle game about a woman navigating a midlife crisis. Hannah’s got it all: a well-paying job, a fancy coffee machine, and a comfortable life – so why isn’t she happy? Lead her on a journey of self-discovery as you explore beautiful scenes and find hidden objects.
1397000;Zodiac DX;https://store.steampowered.com/app/1397000/Zodiac_DX;Game;2,39€;No discount;15 Jul, 2021;Foxy Boxy Games;Foxy Boxy Games;('Positive', '15', '100%');('Action',);29;Retro side-scrolling adventure!
1746660;Space Ballers;https://store.steampowered.com/app/1746660/Space_Ballers;Game;1,99€;No discount;1 Aug, 2022;Rackaway Studios;Rackaway Studios;('Positive', '16', '100%');('Casual', 'Indie', 'Sports');12;Space Ballers it's a game between ships that aims to score the most number of goals in challenging arenas with many obstacles along the way.
1860870;ShapeGrid;https://store.steampowered.com/app/1860870/ShapeGrid;Game;1,99€;No discount;4 Apr, 2022;Matias Bontempo;Matias Bontempo;('Positive', '13', '100%');('Casual', 'Indie');9;ShapeGrid is a casual puzzle game. Find your way through different shapes and colors. Solve 70 hand-crafted puzzles or compete against other players in endless mode!
2398980;Avenger Sharks;https://store.steampowered.com/app/2398980/Avenger_Sharks;Game;Free;No discount;21 Feb, 2024;Tristan Greaves;Tristan Greaves;('Positive', '17', '100%');('Action', 'Free To Play');7;Avenger Sharks is a retro twin-stick shooter. Featuring sharks. OUT FOR VENGEANCE. Save your fishy friends! Destroy the evils of the deep! Collect power-ups, health potions and upgrades! Invoke the sheer fury of FISH FRENZY or your dinosaur friends to even the odds!
2602290;TH3-M15 GUILD;https://store.steampowered.com/app/2602290/TH3M15_GUILD;Game;5,89€;No discount;29 May, 2024;Capybara Forge LLC;Capybara Forge LLC;('Positive', '13', '100%');('Action', 'Indie', 'RPG', 'Early Access');53;Deadly missions for a deadly group! TH3-M15 Guild is a bullet hell survival game with rogue-lite elements. Undertake assignments, fighting off against armies of robots and creatures alike. Use an arsenal of unique skills, weapons, and items! Do you have what it takes to finish the job, mercenary?
2807390;District Panic;https://store.steampowered.com/app/2807390/District_Panic;Game;2,99€;No discount;20 Jun, 2024;Asfar GAMES;Asfar GAMES;('Positive', '16', '100%');('Action', 'Casual', 'Indie', 'Early Access');36;an action-packed arcade shooter that takes you deep into the heart of a computer under siege.You're the system's last line of defense.
2858790;DEAD MAN'S HAND: Card Roulette Action;https://store.steampowered.com/app/2858790/DEAD_MANS_HAND_Card_Roulette_Action;Game;4,99€;No discount;9 Apr, 2024;Black Garden Studios;Black Garden Studios;('Positive', '17', '100%');('Casual', 'Indie', 'Strategy');No achievements;Dead Man’s Hand is a 2-8 player online party game that combines the classic game of Russian Roulette with the unpredictable nature of card games. Featuring private lobbies and public matchmaking, only one can win DEAD MAN'S HAND.
2866000;Sword vs Horde;https://store.steampowered.com/app/2866000/Sword_vs_Horde;Game;3,99€;No discount;25 Mar, 2024;Zimmerbyte Games Lukas B. Zimmermann;Zimmerbyte Games Lukas B. Zimmermann;('Positive', '13', '100%');('Action', 'Indie', 'Early Access');No achievements;A melee based horde survival game. You are a knight wielding an oversized greatsword. Whirl it around in circles and use your blade's momentum to slash through endless hordes of monsters. But take care! You'll get dizzy from all the spinning!
2872700;Dreaming After You;https://store.steampowered.com/app/2872700/Dreaming_After_You;Game;Free;No discount;11 May, 2024;MangoMakes;MangoMakes;('Positive', '17', '100%');('Casual', 'Indie', 'Free To Play');No achievements;Play as a Duskweaver in this short "choices matter" story about self-sacrifice.
2914960;MindMindMind;https://store.steampowered.com/app/2914960/MindMindMind;Game;Free;No discount;6 Jun, 2024;Chattercap;Chattercap LLC;('Positive', '17', '100%');('Adventure', 'Free To Play');No achievements;A dark, psychological romance VN about a British ghost who has haunted you since childhood. When you get close to a new boy at college, he starts to get possessive, and the mind games begin! Voice acted with Live2D-style animated illustrations.
2149560;Unforgettable Voyage;https://store.steampowered.com/app/2149560/Unforgettable_Voyage;Game;4,99€;No discount;1 Mar, 2023;CheddaNinja Games;CheddaNinja Games;('Positive', '24', '95%');('Adventure', 'Casual', 'Strategy');5;Unforgettable Voyage is a puzzle adventure game full of treasure, traps, and enemies. Play as different members of a dysfunctional pirate crew and harness each of their unique abilities to solve puzzles, avoid enemies, acquire upgrades, defeat the boss, and get the ultimate treasure.
2186780;The Heart of the Teddy Bear;https://store.steampowered.com/app/2186780/The_Heart_of_the_Teddy_Bear;Game;5,99€;No discount;6 Dec, 2022;Abenteuerpakete; Daedalic Entertainment;('Positive', '13', '100%');('Casual', 'Indie');10;Immerse yourself in a relaxed, wintry adventure of emotions and accompany the teddy bear in his search for his child and his purpose in life. After falling out of Santa's sleigh, you'll start in a desolate winter forest and make your way alone to your destination.
2318680;SokoSolitaire;https://store.steampowered.com/app/2318680/SokoSolitaire;Game;4,99€;No discount;3 Aug, 2023;Daisy Games;Daisy Games;('Positive', '22', '95%');('Indie', 'Strategy');8;SokoSolitaire is a card-pushing puzzle game inspired by Sokoban and Solitaire. You'll find yourself pushing, stacking or flipping cards and more across 60 different handcrafted levels.
1552760;Ghostist;https://store.steampowered.com/app/1552760/Ghostist;Game;3,99€;No discount;24 May, 2021;taxicomics;BeanCanStudios;('Positive', '29', '93%');('Adventure', 'Casual', 'Indie');No achievements;A 2D Ghost Hunting Game - Your are a Ghostist investigating a variety of places. Use your ears and smarts to identify the Type of Ghost you are dealing with - but don´t get yourself killed! And once you know what you are dealing with - banish the ghosts!
1637950;Cloaks and Capes;https://store.steampowered.com/app/1637950/Cloaks_and_Capes;Game;Free;No discount;14 Oct, 2022;Destrakz Games;Destrakz Games;('Positive', '25', '96%');('Action', 'Adventure', 'Indie', 'RPG', 'Free To Play');21;C&C is a Roguelite Shooter with a Dark theme. Inhabit Cloaker, a caster who grieves for vengeance and whose sole purpose is to resurrect his son as you engulf celestial beings in flames of anguish. Embrace powerups and spells as you pave your path through traps filled caverns and abysses.
1889320;Timeline;https://store.steampowered.com/app/1889320/Timeline;Game;9,99€;No discount;22 Apr, 2022;Taueon;Taueon;('Positive', '24', '95%');('Indie', 'Strategy');No achievements;Timeline is a turn-based strategy game where you can play through the human history from stone age to modern times. In the game you command wide range of units, make them collect resources and build buildings, towns and cities, explore the map and meet other players controlled by AI.
1237570;Samozbor ID:HEAVEN;https://store.steampowered.com/app/1237570/Samozbor_IDHEAVEN;Game;0,79€;No discount;20 Mar, 2020;derevotyan;derevotyan;('Positive', '39', '87%');('Action', 'Casual');7;Breach enemy stronghold in dread Siberian wastelands before insurgents can open gates to Samozbor dimension.
2584340;Gabenwood 2: 99 Hidden Euros;https://store.steampowered.com/app/2584340/Gabenwood_2_99_Hidden_Euros;Game;0,99€;No discount;13 Jun, 2024;KuKo;KuKo;('Positive', '33', '93%');('Casual',);12;New challenges for the fan of hidden object puzzles! Be our hero! Go to the parallel Universe and find all anomaly to save the Gabenwood from destruction!
1769160;Whispers of Ancient Stone;https://store.steampowered.com/app/1769160/Whispers_of_Ancient_Stone;Game;Free;No discount;18 Mar, 2022;Terran Olson;Terran Olson;('Positive', '16', '100%');('Casual',);No achievements;Position blocks and solve ciphers to reveal the story of an ancient ruin in this puzzle vignette.
1869200;The Adventures of Mr. Hat;https://store.steampowered.com/app/1869200/The_Adventures_of_Mr_Hat;Game;2,39€;No discount;24 Feb, 2022;AX-GAME;Fun Quarter;No reviews;('Casual', 'Indie', 'Early Access');25;"The Adventures of Mr. Hat" is an interesting side-scrolling puzzle game with a minimalist design and a wealth of entertaining levels. This game is easy to start and each level has a different way to pass. These levels will blow your mind and develop your imagination!
2256970;Ecto;https://store.steampowered.com/app/2256970/Ecto;Game;Free;No discount;30 Apr, 2024;Dez Boyle;Dez Boyle;('Positive', '16', '100%');('Adventure', 'Casual', 'Indie', 'Free To Play', 'Early Access');No achievements;Play as bunny-hopping wizards with flower guns in a highly-randomized wonderland. Hold a frog in your left hand and a stick gun in your right as you jump around at 25 miles per hour, picking flowers and shooting robots with your friends.
2285180;Dream Catcher;https://store.steampowered.com/app/2285180/Dream_Catcher;Game;2,99€;No discount;3 Jul, 2023;Indigoblin;None;('Positive', '14', '100%');('Adventure', 'RPG', 'Strategy', 'Early Access');25;Find over 70 unique monsters to battle, collect and raise. Your monsters will go through a branching path of evolutions to help you explore a dream-like open world. Let your dreams become a reality or look for a way out.
2885990;Qwepoi;https://store.steampowered.com/app/2885990/Qwepoi;Game;1,99€;No discount;29 Mar, 2024;Marcos Raoi;Marcos Raoi;('Positive', '15', '100%');('Action', 'Casual', 'Indie');21;Qwepoi is a speed arcade spaceshooter game using both hands in Q, W, E, I, O, P keys (or even in controller), where you must paint the Infantry ships before they enter the base! Each level inscreases the challenge!
1895970;Robotherapy;https://store.steampowered.com/app/1895970/Robotherapy;Game;4,54€;No discount;7 Aug, 2023;Lucas Molina;Lucas Molina;('Very Positive', '71', '88%');('Adventure', 'Casual', 'Indie');No achievements;An emotional dark comedy about robots doing therapy. In Robotherapy, you're a robot therapist in a dystopian society that killed all the humans, but is still not happy. Treat patients, meet weird robots and enter their minds. If killing all humans doesn't bring happiness, then what does?
1797630;Dance of Cards;https://store.steampowered.com/app/1797630/Dance_of_Cards;Game;9,99€;No discount;14 Apr, 2023;GoodMorningMrFrog;Pineapple Works;('Very Positive', '59', '88%');('Adventure', 'Indie', 'RPG');16;Dance of Cards is a tactical gambling RPG where you try to survive seven days of a deadly cruise by playing poker.
1616580;Ninja Frog;https://store.steampowered.com/app/1616580/Ninja_Frog;Game;0,99€;No discount;23 Jun, 2021;Cousins Factory;Cousins Factory;('Positive', '39', '92%');('Casual', 'Indie');100;A cute and easy platformer game.
2758350;The Dark Cave;https://store.steampowered.com/app/2758350/The_Dark_Cave;Game;4,99€;No discount;15 Jul, 2024;Leaves Games;2P Games;('Positive', '25', '84%');('Adventure', 'Casual', 'Indie', 'Strategy');25;Every move you make counts in this gritty turn-based game! Fight against foes in opposite 3x3 grid boards. Plan ahead of your enemies’ attacks and carefully choose your moves: running out of moves will cost you health, but enemies will always keep coming. How deep can you get into The Dark Cave?
1204080;Nightfall Hacker;https://store.steampowered.com/app/1204080/Nightfall_Hacker;Game;3,49€;No discount;10 Mar, 2021;Teradile;Teradile;('Positive', '21', '95%');('Indie', 'Strategy');11;Plan, hack, and fight your way against rogue software in Nightfall Hacker, a turn-based strategy game.
1775470;Romino's Adventure;https://store.steampowered.com/app/1775470/Rominos_Adventure;Game;Free;No discount;19 Nov, 2021;InterDan;InterDan;('Positive', '24', '95%');('Adventure', 'Indie');37;A blocky puzzle platformer adventure.
2446920;Gorgon Shield;https://store.steampowered.com/app/2446920/Gorgon_Shield;Game;8,79€;No discount;29 Jul, 2024;Whiskeybarrel Studios;Gamersky Games;('Very Positive', '60', '83%');('Casual', 'RPG', 'Strategy');44;Gather your party of expendable heroes. Climb a vast tower atop a shiny shield. Who will fight? Who will heal? Who will laze around and take all the treasure? The choices will be yours alone, but only those who work together will be powerful enough to face Medusa at the top of the GORGON SHIELD.
1482430;Simona's Requiem;https://store.steampowered.com/app/1482430/Simonas_Requiem;Game;7,99€;No discount;27 Apr, 2021;Team Simona;Team Simona;('Positive', '37', '89%');('Action', 'Adventure', 'Indie');14;Simona's Requiem is a retro-styled platformer Inspired by old action-adventure games but with a modern touch. Pick up the scythe as Simona and slash your way to the Fisher King who has hidden behind the moon.
2143950;Don't Shit On My #!$@& Roof;https://store.steampowered.com/app/2143950/Dont_Shit_On_My__Roof;Game;Free;No discount;27 Sep, 2022;The Moon Pirates;The Moon Pirates;('Very Positive', '129', '86%');('Action', 'Indie', 'Early Access');89;Pigeons are plotting to ruin your roof - it's time to fight back in Don't Shit On My #!$@& Roof! Battle through bosses, collect powerful artifacts, and outwit the pigeon horde in this hilarious 2D roguelite pixel art game.
2673660;Sonar Shock;https://store.steampowered.com/app/2673660/Sonar_Shock;Game;7,99€;No discount;24 May, 2024;Raphael Bossniak;Raphael Bossniak;('Very Positive', '127', '86%');('Action', 'Adventure');31;Submarine’s haunted! Hunt and be hunted in this horror dungeon crawler inspired by the decay of the Soviet Union (and immersive RPGs from the 90s).
881470;Combo Postage;https://store.steampowered.com/app/881470/Combo_Postage;Game;2,39€;No discount;5 Jul, 2019;Kirk Lindsay;Kirk Lindsay;('Positive', '10', '100%');('Action', 'Indie');1;An action-packed platform-puzzle game! Dodge falling boxes, wrap them up in tape, then stomp them in stacks to rack up combos.
1789670;Me and my eldritch parasite;https://store.steampowered.com/app/1789670/Me_and_my_eldritch_parasite;Game;2,99€;No discount;29 Apr, 2022;ApeHardware;ApeHardware;('Positive', '15', '100%');('Adventure', 'Indie');No achievements;You have an eldritch parasite. It sucks. Find a way to get rid of it while meeting its demands in this strage mix between sidescrolling horror, virtual pet and sarcasm.
1997550;Square Journey;https://store.steampowered.com/app/1997550/Square_Journey;Game;0,99€;No discount;1 Jun, 2022;Solo Philosopher;Solo Philosopher;('Positive', '14', '100%');('Casual',);15;Square Journey is a minimalist arcade game that aims to help Square reach the depths of his inner dungeon in search of a greater understanding of himself.
2076850;Keyboard Warrior: Dreamstate;https://store.steampowered.com/app/2076850/Keyboard_Warrior_Dreamstate;Game;6,89€;No discount;23 Jul, 2022;Cosmos;Cosmos;('Positive', '12', '100%');('Action',);54;Movement-based horde-escape madness. Weave through hungry geometry and blast away with dual-wield primary and secondary weapons. Deal damage to charge up your special meter and unleash havoc. Multiple different characters to choose from.
2158850;Spooky Halloween in the Voxel World (Remake);https://store.steampowered.com/app/2158850/Spooky_Halloween_in_the_Voxel_World_Remake;Game;5,79€;No discount;31 Oct, 2022;Paulo Sacilotti Junior;Half Moon Game Development;('Positive', '12', '100%');('Action', 'Adventure', 'Casual', 'Indie');1;Welcome to the Voxel World! Halloween is about to begin and you are excited for your adventure! But remember, in this period, Voxel World is a dangerous place... Hunting season has begun! Don't forget your sword and always follow grandma's advice. The monsters won't go away alone...
2378150;Pincrediball;https://store.steampowered.com/app/2378150/Pincrediball;Game;Free;No discount;29 Feb, 2024;Pincrediball;Pincrediball;('Positive', '15', '100%');('Casual',);9;The Automata Pinball Wizard game! YOU design the machine and the Automata Pinball Wizard plays it to get a High Score. Earn medals to advance levels and build ever more extensive machines!
2699250;The Sumerian Game;https://store.steampowered.com/app/2699250/The_Sumerian_Game;Game;Free;No discount;15 Jul, 2024;HareSoft;HareSoft;('Positive', '15', '100%');('Simulation', 'Strategy');20;A game of strategy and management. The Sumerian Game is one of the earliest computer games. Developed and programmed between 1963 and 1965, it was designed to teach children math, economy and ancient history. The source code was lost but now you can play it again.
2744640;Shotgun Chicken;https://store.steampowered.com/app/2744640/Shotgun_Chicken;Game;3,99€;No discount;4 Jan, 2024;DoughnutDev;DoughnutDev;('Positive', '12', '100%');('Action', 'Indie');No achievements;Shotgun chicken is a Foddian Precision Platformer Where you use your trusty old shotgun to make it back to the chicken coop but just one wrong move can send you tumbling down to the bottom.
2809170;Blindsighted;https://store.steampowered.com/app/2809170/Blindsighted;Game;2,99€;No discount;15 Mar, 2024;Marlow Holliday;Marlow Holliday;('Positive', '11', '100%');('Adventure', 'Casual', 'Indie');No achievements;Navigate a platformer using only feeling and memory, each death meaning progress. With your memory illuminating your path, you'll "see" a little more of the level each time you attempt it.
